date;agua_vermelha;belo_monte;dona_francisca;emborcacao;furnas;ita;itaipu;itumbiara;lageado;nova_avanhandava;nova_ponte;porto_primavera;rosana;salto_caxias;santa_cecilia;santo_antonio;sao_luiz_do_tapajos;sao_simao;serra_da_mesa;sobradinho;teles_pires;tres_marias;tucurui;xingo
1988-04-01;131.59;236.83;182.03;110.13;80.14;188.68;175.11;141.12;134.5;119.06;111.4;119.49;145.22;155.58;136.12;166.35;247.72;151.24;135.89;74.85;195.82;72.89;204.91;137.43
1988-05-01;55.71;88.5;80.52;22.23;63.81;177.61;167.7;25.85;12.28;103.67;36.06;181.23;58.39;256.94;126.78;60.42;93.27;32.0;16.73;8.66;37.38;31.16;33.45;26.26
1988-06-01;19.83;40.47;144.73;14.13;26.67;121.5;66.16;14.5;4.17;29.35;17.9;54.04;13.71;117.5;37.79;13.41;28.3;9.48;9.39;3.16;14.55;9.24;18.1;30.05
1988-07-01;5.94;13.12;40.27;5.16;6.3;22.58;12.8;4.9;2.94;7.99;6.73;10.95;6.44;16.44;10.27;14.02;6.92;4.87;3.99;2.76;3.4;6.23;5.36;21.76
1988-08-01;5.02;10.4;37.99;3.92;7.05;22.91;9.49;4.12;3.04;6.06;4.78;6.98;5.37;18.23;9.38;14.92;9.66;4.96;3.45;2.33;4.43;5.3;6.67;7.98
1988-09-01;16.66;45.0;372.38;19.3;38.64;181.73;22.69;12.48;18.65;18.69;30.52;37.61;14.73;73.0;42.7;49.85;54.33;15.72;18.18;10.53;42.74;40.51;31.31;6.03
1988-10-01;169.58;187.14;139.45;154.85;168.75;133.36;165.88;185.73;156.43;182.01;179.44;173.75;129.73;164.35;179.22;91.93;209.27;144.69;171.67;83.67;191.73;122.91;159.74;13.36
1988-11-01;111.0;249.58;143.4;155.96;144.19;78.52;73.4;175.44;167.2;97.77;146.53;65.84;99.76;50.66;116.41;141.71;254.78;132.3;175.38;113.07;261.02;131.25;203.58;36.43
1988-12-01;207.32;286.97;122.49;264.34;215.91;136.68;143.01;256.91;317.74;187.61;245.66;159.54;221.39;157.99;218.58;271.19;356.04;258.79;248.48;233.36;317.64;230.3;284.35;103.1
1989-01-01;256.42;310.51;249.52;183.6;268.19;240.95;325.41;206.42;217.4;302.98;199.14;317.26;332.49;282.5;270.96;259.51;375.34;221.61;235.44;87.97;352.89;189.0;270.08;42.39
1989-02-01;288.01;303.12;57.8;271.39;258.06;138.84;169.33;274.14;209.0;256.29;271.34;187.51;248.03;197.38;309.74;231.83;304.69;231.99;198.45;124.14;304.16;226.29;234.58;34.38
1989-03-01;158.71;357.34;137.06;150.18;183.16;136.3;130.04;173.03;232.17;142.19;147.31;133.13;176.48;130.95;218.1;194.77;355.37;184.99;170.99;123.42;336.22;158.89;297.36;135.73
1989-04-01;54.48;240.08;128.36;51.05;67.43;113.34;95.35;68.83;102.06;48.59;58.62;52.01;71.66;126.47;86.67;157.48;257.48;66.76;78.87;34.32;192.76;30.16;194.17;98.78
1989-05-01;35.44;124.53;41.39;18.4;20.49;92.79;51.34;15.82;35.97;40.77;33.33;51.43;50.1;76.31;43.63;63.93;107.33;25.62;23.47;12.96;56.52;20.79;83.73;72.92
1989-06-01;40.38;65.02;84.07;21.03;32.49;59.45;118.45;18.1;5.9;55.57;21.25;87.32;51.34;80.7;45.75;44.62;59.41;21.84;12.61;8.66;25.49;29.59;27.21;22.36
1989-07-01;38.63;23.88;162.75;16.69;37.39;127.96;93.4;15.91;4.72;79.26;33.87;108.03;40.35;161.19;69.61;30.66;16.72;15.35;10.11;5.31;6.12;27.96;13.48;25.52
1989-08-01;27.17;42.18;190.82;17.51;30.67;146.52;173.46;27.02;7.63;32.16;33.15;75.75;60.66;131.14;39.87;47.21;66.09;30.06;15.75;3.77;44.53;25.92;22.82;8.69
1989-09-01;67.66;78.03;303.4;46.35;89.18;255.34;141.23;45.12;34.75;70.46;68.26;118.62;63.58;229.08;83.93;59.34;77.82;44.1;55.88;17.03;77.78;48.83;54.96;6.98
1989-10-01;72.13;165.45;135.92;100.84;66.95;126.41;121.55;105.97;143.3;68.3;72.72;87.68;85.0;153.52;50.66;100.64;167.31;82.51;148.68;70.81;202.8;101.72;142.53;9.53
1989-11-01;188.62;207.34;93.55;281.42;175.04;94.85;107.38;281.34;294.17;133.29;244.4;111.84;144.0;94.01;130.23;162.28;198.85;220.54;290.4;206.5;210.33;221.94;231.53;41.67
1989-12-01;284.58;393.98;81.67;431.68;266.46;77.13;132.24;432.06;577.73;209.49;296.92;208.82;258.57;101.06;198.29;197.65;379.51;387.93;565.8;460.34;460.15;291.92;443.96;240.91
1990-01-01;243.58;211.79;168.31;123.33;156.88;252.02;241.99;183.83;140.72;274.62;133.29;329.03;237.78;312.52;185.69;228.91;305.2;228.14;196.8;53.18;275.01;148.13;182.9;16.19
1990-02-01;139.73;378.08;132.26;176.38;154.43;161.36;71.89;177.92;213.64;115.22;152.32;85.33;113.78;111.78;149.58;236.38;333.49;152.65;202.82;146.58;387.26;173.47;279.51;59.12
1990-03-01;202.92;234.0;173.26;117.34;193.35;147.08;143.74;139.08;144.79;208.94;166.75;136.39;145.49;164.36;192.79;165.77;262.56;120.64;120.69;56.12;243.09;132.73;188.26;41.4
1990-04-01;80.48;163.47;225.91;44.79;68.74;181.74;149.95;73.82;62.94;68.85;82.61;85.8;93.73;207.32;95.94;116.93;160.42;81.72;89.95;27.16;143.37;54.96;114.09;77.02
1990-05-01;53.29;90.17;199.81;39.23;50.56;198.39;161.06;51.55;54.22;58.76;35.49;89.39;106.26;133.47;57.99;103.55;74.66;50.93;46.69;17.04;62.53;40.55;53.63;19.86
1990-06-01;10.23;17.96;186.14;6.08;9.8;184.82;110.41;5.56;2.91;22.81;6.76;59.1;22.01;184.87;15.31;42.25;17.86;7.87;3.72;2.92;6.12;7.06;6.94;16.99
1990-07-01;19.96;44.62;101.24;18.66;26.95;113.53;101.1;12.87;4.65;57.61;19.92;110.47;22.09;173.48;54.04;26.47;34.98;10.23;9.65;6.39;7.57;22.04;18.08;18.57
1990-08-01;64.05;29.6;44.11;15.73;47.65;99.04;110.8;16.52;11.95;55.62;32.37;98.16;64.05;188.91;59.64;41.13;36.36;29.55;12.16;8.01;29.68;31.18;15.15;7.07
1990-09-01;49.81;110.12;300.1;52.78;67.91;210.5;196.43;60.37;49.2;66.96;58.65;130.12;131.29;212.91;86.0;70.58;121.68;49.43;66.94;17.6;148.53;39.53;73.33;6.93
1990-10-01;113.12;152.66;224.28;100.66;91.1;232.48;145.82;106.74;88.16;107.0;128.48;115.72;107.1;194.07;120.9;138.04;184.04;132.4;116.87;65.64;201.62;63.43;124.53;13.1
1990-11-01;142.02;140.49;177.82;143.1;138.59;203.94;150.36;168.02;145.85;128.45;125.9;137.41;140.38;174.65;120.06;172.84;179.6;160.47;161.19;122.62;184.05;156.54;139.88;37.3
1990-12-01;171.9;266.66;124.56;143.83;179.53;133.48;120.27;182.23;177.21;164.23;169.27;117.05;179.93;130.42;139.86;211.2;278.65;166.77;176.91;124.66;304.55;163.39;213.9;36.0
1991-01-01;369.45;354.31;80.47;358.01;374.72;144.35;167.47;302.45;312.06;234.39;378.75;170.17;280.98;132.15;286.76;285.06;401.76;318.39;315.14;236.39;390.52;474.27;336.09;91.68
1991-02-01;193.42;254.63;47.84;240.11;194.05;51.83;64.84;231.42;231.73;192.54;223.7;139.63;165.76;60.01;206.84;222.05;320.94;202.49;210.25;132.27;305.06;195.75;215.52;79.29
1991-03-01;330.38;367.32;56.17;361.91;303.66;65.44;113.94;348.83;266.6;308.18;371.25;173.88;222.87;102.37;336.02;222.28;406.91;342.49;315.08;173.99;373.99;254.08;325.88;116.04
1991-04-01;127.22;177.09;147.99;95.45;105.14;115.01;94.09;124.03;118.29;117.13;134.96;98.87;81.93;131.42;110.45;121.75;206.54;116.53;131.38;56.29;189.91;79.33;150.59;32.29
1991-05-01;30.53;143.51;46.34;21.7;21.21;50.81;70.38;19.85;11.09;36.22;22.77;39.49;27.49;46.18;30.39;61.42;145.91;20.09;16.51;8.75;80.73;21.91;60.15;26.75
1991-06-01;11.73;27.55;228.2;5.96;12.99;182.97;145.34;5.05;3.16;44.38;6.95;108.17;41.88;225.83;42.97;47.65;18.16;5.31;4.1;3.04;7.82;6.07;8.2;17.64
1991-07-01;14.19;11.68;134.24;5.55;17.41;79.8;28.77;5.06;2.96;25.84;10.03;27.93;14.5;46.03;20.17;20.66;12.81;5.23;3.99;2.86;3.54;7.73;4.89;11.65
1991-08-01;5.96;9.0;83.27;4.03;9.2;101.84;27.09;4.56;3.05;15.56;5.91;32.61;6.3;70.64;22.28;16.4;10.3;5.57;3.54;2.35;4.59;5.82;5.17;10.21
